item_nbr,family,class,perishable,label
404336,GROCERY I,1045,0,3.0
404439,GROCERY I,1034,0,4.0
404442,GROCERY I,1034,0,4.0
404454,GROCERY I,1034,0,4.0
405304,GROCERY I,1032,0,4.0
409904,GROCERY I,1034,0,4.0
410257,GROCERY I,1072,0,8.0
411555,GROCERY I,1044,0,4.0
411557,GROCERY I,1044,0,4.0
413557,GROCERY I,1058,0,6.0
414353,GROCERY I,1014,0,9.0
414354,GROCERY I,1014,0,9.0
414421,GROCERY I,1040,0,6.0
414425,GROCERY I,1040,0,6.0
414426,GROCERY I,1040,0,6.0
414454,GROCERY I,1084,0,1.0
414455,GROCERY I,1084,0,1.0
414620,GROCERY I,1016,0,6.0
414621,GROCERY I,1016,0,6.0
414623,GROCERY I,1016,0,6.0
414750,GROCERY I,1072,0,8.0
414752,GROCERY I,1072,0,8.0
416252,GROCERY I,1067,0,0.0
417835,GROCERY I,1028,0,4.0
421066,GROCERY I,1004,0,6.0
422452,GROCERY I,1032,0,4.0
428054,GROCERY I,1032,0,4.0
428394,GROCERY I,1032,0,4.0
437609,GROCERY I,1079,0,0.0
452022,GROCERY I,1030,0,0.0
454326,GROCERY I,1044,0,4.0
454413,GROCERY I,1034,0,4.0
454414,GROCERY I,1034,0,4.0
454416,GROCERY I,1034,0,4.0
454426,GROCERY I,1034,0,4.0
454589,GROCERY I,1038,0,4.0
454593,GROCERY I,1092,0,4.0
454596,GROCERY I,1092,0,4.0
456870,GROCERY I,1010,0,1.0
457556,GROCERY I,1004,0,6.0
459801,GROCERY I,1034,0,4.0
459804,GROCERY I,1086,0,4.0
460804,GROCERY I,1048,0,4.0
461752,GROCERY I,1035,0,0.0
462673,GROCERY I,1048,0,4.0
464112,GROCERY I,1092,0,4.0
464263,GROCERY I,1014,0,9.0
464302,GROCERY I,1026,0,4.0
464333,GROCERY I,1040,0,6.0
464334,GROCERY I,1040,0,6.0
464336,GROCERY I,1040,0,6.0
464339,GROCERY I,1040,0,6.0
464356,GROCERY I,1040,0,6.0
464536,GROCERY I,1016,0,6.0
464906,GROCERY I,1012,0,1.0
464907,GROCERY I,1056,0,4.0
467887,GROCERY I,1076,0,8.0
469643,GROCERY I,1030,0,0.0
471980,GROCERY I,1058,0,6.0
472314,GROCERY I,1030,0,0.0
472526,GROCERY I,1026,0,4.0
472645,GROCERY I,1002,0,0.0
472658,GROCERY I,1032,0,4.0
479200,GROCERY I,1093,0,0.0
502067,GROCERY I,1028,0,4.0
502224,GROCERY I,1062,0,0.0
502227,GROCERY I,1096,0,4.0
502230,GROCERY I,1096,0,4.0
504457,GROCERY I,1034,0,4.0
506717,GROCERY I,1030,0,0.0
507867,GROCERY I,1070,0,1.0
507870,GROCERY I,1084,0,1.0
509872,GROCERY I,1086,0,4.0
510052,GROCERY I,1072,0,8.0
510054,GROCERY I,1072,0,8.0
510055,GROCERY I,1072,0,8.0
510057,GROCERY I,1072,0,8.0
511397,GROCERY I,1044,0,4.0
514144,GROCERY I,1060,0,1.0
514149,GROCERY I,1066,0,1.0
514242,GROCERY I,1026,0,4.0
514597,GROCERY I,1012,0,1.0
514729,GROCERY I,1048,0,4.0
514730,GROCERY I,1056,0,4.0
517615,GROCERY I,1074,0,4.0
521818,GROCERY I,1058,0,6.0
522383,GROCERY I,1002,0,0.0
522941,GROCERY I,1002,0,0.0
525887,GROCERY I,1032,0,4.0
527757,GROCERY I,1032,0,4.0
554047,GROCERY I,1044,0,4.0
554048,GROCERY I,1044,0,4.0
554049,GROCERY I,1045,0,3.0
554143,GROCERY I,1034,0,4.0
554144,GROCERY I,1034,0,4.0
554145,GROCERY I,1034,0,4.0
554152,GROCERY I,1034,0,4.0
557810,GROCERY I,1084,0,1.0
559680,GROCERY I,1034,0,4.0
559682,GROCERY I,1086,0,4.0
559870,GROCERY I,1072,0,8.0
559872,GROCERY I,1072,0,8.0
559873,GROCERY I,1072,0,8.0
562568,GROCERY I,1096,0,4.0
564110,GROCERY I,1066,0,1.0
564272,GROCERY I,1016,0,6.0
564274,GROCERY I,1016,0,6.0
564533,GROCERY I,1012,0,1.0
564534,GROCERY I,1012,0,1.0
567579,GROCERY I,1028,0,4.0
567588,GROCERY I,1062,0,0.0
567623,GROCERY I,1040,0,6.0
567644,GROCERY I,1042,0,1.0
567750,GROCERY I,1056,0,4.0
567787,GROCERY I,1078,0,4.0
570869,GROCERY I,1034,0,4.0
570870,GROCERY I,1086,0,4.0
570917,GROCERY I,1054,0,4.0
573832,GROCERY I,1016,0,6.0
575630,GROCERY I,1035,0,0.0
575675,GROCERY I,1016,0,6.0
575863,GROCERY I,1032,0,4.0
577740,GROCERY I,1032,0,4.0
577741,GROCERY I,1032,0,4.0
577743,GROCERY I,1032,0,4.0
577745,GROCERY I,1032,0,4.0
578467,GROCERY I,1062,0,0.0
579759,GROCERY I,1014,0,9.0
580929,GROCERY I,1004,0,6.0
581742,GROCERY I,1072,0,8.0
586423,GROCERY I,1056,0,4.0
586969,GROCERY I,1004,0,6.0
587069,GROCERY I,1004,0,6.0
592942,GROCERY I,1030,0,0.0
598414,GROCERY I,1032,0,4.0
598492,GROCERY I,1032,0,4.0
603255,GROCERY I,1030,0,0.0
619969,GROCERY I,1014,0,9.0
621300,GROCERY I,1040,0,6.0
622958,GROCERY I,1014,0,9.0
623330,GROCERY I,1033,0,5.0
627263,GROCERY I,1026,0,4.0
627885,GROCERY I,1030,0,0.0
627887,GROCERY I,1030,0,0.0
636846,GROCERY I,1028,0,4.0
637016,GROCERY I,1078,0,4.0
638296,GROCERY I,1062,0,0.0
638308,GROCERY I,1062,0,0.0
638327,GROCERY I,1084,0,1.0
638977,GROCERY I,1045,0,3.0
638978,GROCERY I,1045,0,3.0
639586,GROCERY I,1004,0,6.0
641042,GROCERY I,1026,0,4.0
641627,GROCERY I,1002,0,0.0
645294,GROCERY I,1074,0,4.0
651326,GROCERY I,1036,0,4.0
651523,GROCERY I,1004,0,6.0
651525,GROCERY I,1004,0,6.0
655749,GROCERY I,1096,0,4.0
657869,GROCERY I,1004,0,6.0
660502,GROCERY I,1004,0,6.0
663084,GROCERY I,1004,0,6.0
664537,GROCERY I,1026,0,4.0
673306,GROCERY I,1072,0,8.0
683720,GROCERY I,1062,0,0.0
683721,GROCERY I,1062,0,0.0
683722,GROCERY I,1062,0,0.0
683723,GROCERY I,1062,0,0.0
687549,GROCERY I,1062,0,0.0
692531,GROCERY I,1040,0,6.0
692537,GROCERY I,1040,0,6.0
698642,GROCERY I,1045,0,3.0
698643,GROCERY I,1045,0,3.0
700607,GROCERY I,1096,0,4.0
724003,GROCERY I,1026,0,4.0
724498,GROCERY I,1028,0,4.0
729337,GROCERY I,1027,0,5.0
740726,GROCERY I,1072,0,8.0
740728,GROCERY I,1072,0,8.0
740729,GROCERY I,1072,0,8.0
741922,GROCERY I,1028,0,4.0
749421,GROCERY I,1010,0,1.0
749720,GROCERY I,1010,0,1.0
749729,GROCERY I,1010,0,1.0
750855,GROCERY I,1062,0,0.0
750856,GROCERY I,1062,0,0.0
750857,GROCERY I,1062,0,0.0
752167,GROCERY I,1030,0,0.0
754103,GROCERY I,1072,0,8.0
757880,GROCERY I,1004,0,6.0
759694,GROCERY I,1070,0,1.0
764438,GROCERY I,1072,0,8.0
764439,GROCERY I,1072,0,8.0
765517,GROCERY I,1060,0,1.0
765518,GROCERY I,1060,0,1.0
765519,GROCERY I,1084,0,1.0
765520,GROCERY I,1084,0,1.0
767183,GROCERY I,1039,0,4.0
767184,GROCERY I,1039,0,4.0
770447,GROCERY I,1016,0,6.0
770449,GROCERY I,1016,0,6.0
770453,GROCERY I,1016,0,6.0
770456,GROCERY I,1016,0,6.0
770461,GROCERY I,1030,0,0.0
770511,GROCERY I,1062,0,0.0
776057,GROCERY I,1087,0,0.0
783243,GROCERY I,1016,0,6.0
794245,GROCERY I,1010,0,1.0
799461,GROCERY I,1060,0,1.0
802831,GROCERY I,1045,0,3.0
802832,GROCERY I,1045,0,3.0
802833,GROCERY I,1045,0,3.0
804503,GROCERY I,1004,0,6.0
804974,GROCERY I,1060,0,1.0
805321,GROCERY I,1060,0,1.0
805788,GROCERY I,1028,0,4.0
812735,GROCERY I,1004,0,6.0
813760,GROCERY I,1072,0,8.0
819194,GROCERY I,1002,0,0.0
819195,GROCERY I,1002,0,0.0
820645,GROCERY I,1004,0,6.0
827911,GROCERY I,1096,0,4.0
828204,GROCERY I,1060,0,1.0
829389,GROCERY I,1025,0,4.0
829658,GROCERY I,1034,0,4.0
830749,GROCERY I,1074,0,4.0
830797,GROCERY I,1074,0,4.0
830829,GROCERY I,1006,0,0.0
833644,GROCERY I,1034,0,4.0
838832,GROCERY I,1016,0,6.0
838842,GROCERY I,1028,0,4.0
838844,GROCERY I,1058,0,6.0
838875,GROCERY I,1042,0,1.0
841514,GROCERY I,1072,0,8.0
841570,GROCERY I,1070,0,1.0
841583,GROCERY I,1014,0,9.0
841841,GROCERY I,1072,0,8.0
841842,GROCERY I,1072,0,8.0
843459,GROCERY I,1060,0,1.0
843585,GROCERY I,1016,0,6.0
843607,GROCERY I,1042,0,1.0
843608,GROCERY I,1042,0,1.0
843609,GROCERY I,1042,0,1.0
843610,GROCERY I,1042,0,1.0
847569,GROCERY I,1062,0,0.0
847575,GROCERY I,1006,0,0.0
847863,GROCERY I,1058,0,6.0
848765,GROCERY I,1058,0,6.0
850333,GROCERY I,1084,0,1.0
850334,GROCERY I,1084,0,1.0
850460,GROCERY I,1008,0,4.0
856687,GROCERY I,1030,0,0.0
856688,GROCERY I,1030,0,0.0
859529,GROCERY I,1006,0,0.0
862454,GROCERY I,1088,0,6.0
864508,GROCERY I,1048,0,4.0
864510,GROCERY I,1048,0,4.0
864511,GROCERY I,1048,0,4.0
865155,GROCERY I,1058,0,6.0
868529,GROCERY I,1088,0,6.0
869837,GROCERY I,1034,0,4.0
871600,GROCERY I,1096,0,4.0
872306,GROCERY I,1034,0,4.0
872307,GROCERY I,1034,0,4.0
872308,GROCERY I,1034,0,4.0
872309,GROCERY I,1034,0,4.0
872310,GROCERY I,1034,0,4.0
872317,GROCERY I,1040,0,6.0
874593,GROCERY I,1016,0,6.0
874598,GROCERY I,1030,0,0.0
875604,GROCERY I,1026,0,4.0
876223,GROCERY I,1010,0,1.0
876224,GROCERY I,1010,0,1.0
876225,GROCERY I,1014,0,9.0
876226,GROCERY I,1014,0,9.0
876663,GROCERY I,1004,0,6.0
878715,GROCERY I,1040,0,6.0
881701,GROCERY I,1042,0,1.0
881910,GROCERY I,1042,0,1.0
881911,GROCERY I,1042,0,1.0
881912,GROCERY I,1042,0,1.0
885553,GROCERY I,1034,0,4.0
886396,GROCERY I,1042,0,1.0
886398,GROCERY I,1042,0,1.0
890213,GROCERY I,1026,0,4.0
890214,GROCERY I,1026,0,4.0
890215,GROCERY I,1026,0,4.0
890371,GROCERY I,1002,0,0.0
890372,GROCERY I,1002,0,0.0
890374,GROCERY I,1002,0,0.0
890375,GROCERY I,1002,0,0.0
890825,GROCERY I,1060,0,1.0
892076,GROCERY I,1010,0,1.0
902839,GROCERY I,1060,0,1.0
910928,GROCERY I,1034,0,4.0
911429,GROCERY I,1016,0,6.0
913964,GROCERY I,1036,0,4.0
913966,GROCERY I,1036,0,4.0
913967,GROCERY I,1036,0,4.0
913968,GROCERY I,1036,0,4.0
920607,GROCERY I,1092,0,4.0
926958,GROCERY I,1026,0,4.0
929627,GROCERY I,1045,0,3.0
929893,GROCERY I,1094,0,4.0
930247,GROCERY I,1006,0,0.0
933780,GROCERY I,1040,0,6.0
936341,GROCERY I,1045,0,3.0
936994,GROCERY I,1004,0,6.0
938566,GROCERY I,1042,0,1.0
938567,GROCERY I,1042,0,1.0
938570,GROCERY I,1042,0,1.0
938574,GROCERY I,1042,0,1.0
938575,GROCERY I,1042,0,1.0
938576,GROCERY I,1042,0,1.0
939661,GROCERY I,1045,0,3.0
939662,GROCERY I,1045,0,3.0
939663,GROCERY I,1045,0,3.0
949053,GROCERY I,1062,0,0.0
949510,GROCERY I,1062,0,0.0
949511,GROCERY I,1062,0,0.0
953420,GROCERY I,1028,0,4.0
953562,GROCERY I,1062,0,0.0
954796,GROCERY I,1094,0,4.0
954805,GROCERY I,1010,0,1.0
956011,GROCERY I,1064,0,0.0
956012,GROCERY I,1088,0,6.0
956013,GROCERY I,1088,0,6.0
956014,GROCERY I,1088,0,6.0
964752,GROCERY I,1088,0,6.0
964753,GROCERY I,1088,0,6.0
981655,GROCERY I,1002,0,0.0
985823,GROCERY I,1076,0,8.0
985824,GROCERY I,1062,0,0.0
987308,GROCERY I,1076,0,8.0
988408,GROCERY I,1076,0,8.0
989092,GROCERY I,1076,0,8.0
991329,GROCERY I,1004,0,6.0
991331,GROCERY I,1004,0,6.0
996537,GROCERY I,1088,0,6.0
996597,GROCERY I,1042,0,1.0
996600,GROCERY I,1042,0,1.0
1000866,GROCERY I,1074,0,4.0
1001305,GROCERY I,1016,0,6.0
1003679,GROCERY I,1028,0,4.0
1009539,GROCERY I,1040,0,6.0
1009946,GROCERY I,1036,0,4.0
1010752,GROCERY I,1036,0,4.0
1010755,GROCERY I,1036,0,4.0
1010757,GROCERY I,1036,0,4.0
1012787,GROCERY I,1012,0,1.0
1012788,GROCERY I,1012,0,1.0
1018516,GROCERY I,1030,0,0.0
1018617,GROCERY I,1086,0,4.0
1021676,GROCERY I,1040,0,6.0
1036689,GROCERY I,1040,0,6.0
1037845,GROCERY I,1022,0,2.0
1037846,GROCERY I,1022,0,2.0
1040348,GROCERY I,1034,0,4.0
1046272,GROCERY I,1072,0,8.0
1052563,GROCERY I,1040,0,6.0
1053943,GROCERY I,1036,0,4.0
1053944,GROCERY I,1036,0,4.0
1053945,GROCERY I,1036,0,4.0
1054129,GROCERY I,1002,0,0.0
1057033,GROCERY I,1040,0,6.0
1057034,GROCERY I,1040,0,6.0
1062338,GROCERY I,1026,0,4.0
1064018,GROCERY I,1078,0,4.0
1070962,GROCERY I,1026,0,4.0
1075283,GROCERY I,1030,0,0.0
1076065,GROCERY I,1003,0,1.0
1076066,GROCERY I,1003,0,1.0
1076155,GROCERY I,1010,0,1.0
1076335,GROCERY I,1086,0,4.0
1078288,GROCERY I,1004,0,6.0
1080021,GROCERY I,1022,0,2.0
1080756,GROCERY I,1038,0,4.0
1081359,GROCERY I,1088,0,6.0
1082042,GROCERY I,1040,0,6.0
1082391,GROCERY I,1040,0,6.0
1083517,GROCERY I,1048,0,4.0
1083518,GROCERY I,1048,0,4.0
1084417,GROCERY I,1048,0,4.0
1084436,GROCERY I,1074,0,4.0
1084437,GROCERY I,1074,0,4.0
1084881,GROCERY I,1040,0,6.0
1084882,GROCERY I,1040,0,6.0
1086172,GROCERY I,1029,0,5.0
1089079,GROCERY I,1034,0,4.0
1089820,GROCERY I,1002,0,0.0
1091333,GROCERY I,1028,0,4.0
1091365,GROCERY I,1016,0,6.0
1091366,GROCERY I,1016,0,6.0
1091367,GROCERY I,1016,0,6.0
1091368,GROCERY I,1016,0,6.0
1091369,GROCERY I,1016,0,6.0
1091370,GROCERY I,1016,0,6.0
1093340,GROCERY I,1093,0,0.0
1093344,GROCERY I,1093,0,0.0
1093786,GROCERY I,1004,0,6.0
1094235,GROCERY I,1028,0,4.0
1094238,GROCERY I,1048,0,4.0
1097187,GROCERY I,1042,0,1.0
1099990,GROCERY I,1030,0,0.0
1105210,GROCERY I,1074,0,4.0
1105211,GROCERY I,1074,0,4.0
1105212,GROCERY I,1074,0,4.0
1105213,GROCERY I,1074,0,4.0
1105214,GROCERY I,1074,0,4.0
1105215,GROCERY I,1074,0,4.0
1105228,GROCERY I,1074,0,4.0
1105299,GROCERY I,1074,0,4.0
1105831,GROCERY I,1092,0,4.0
1109389,GROCERY I,1034,0,4.0
1109390,GROCERY I,1034,0,4.0
1109391,GROCERY I,1034,0,4.0
1113872,GROCERY I,1045,0,3.0
1116113,GROCERY I,1004,0,6.0
1116370,GROCERY I,1002,0,0.0
1117663,GROCERY I,1034,0,4.0
1118775,GROCERY I,1028,0,4.0
1123722,GROCERY I,1060,0,1.0
1127860,GROCERY I,1026,0,4.0
1135438,GROCERY I,1034,0,4.0
1136979,GROCERY I,1030,0,0.0
1137146,GROCERY I,1074,0,4.0
1141956,GROCERY I,1088,0,6.0
1143691,GROCERY I,1040,0,6.0
1145374,GROCERY I,1026,0,4.0
1146783,GROCERY I,1040,0,6.0
1146784,GROCERY I,1040,0,6.0
1146785,GROCERY I,1040,0,6.0
1146786,GROCERY I,1040,0,6.0
1146787,GROCERY I,1040,0,6.0
1146795,GROCERY I,1040,0,6.0
1146796,GROCERY I,1040,0,6.0
1146797,GROCERY I,1040,0,6.0
1146799,GROCERY I,1040,0,6.0
1146800,GROCERY I,1040,0,6.0
1146801,GROCERY I,1040,0,6.0
1146802,GROCERY I,1040,0,6.0
1146803,GROCERY I,1040,0,6.0
1146804,GROCERY I,1040,0,6.0
1146974,GROCERY I,1040,0,6.0
1147495,GROCERY I,1002,0,0.0
1148719,GROCERY I,1032,0,4.0
1148753,GROCERY I,1030,0,0.0
1148971,GROCERY I,1076,0,8.0
1148972,GROCERY I,1036,0,4.0
1151128,GROCERY I,1038,0,4.0
1153597,GROCERY I,1078,0,4.0
1154749,GROCERY I,1034,0,4.0
1156722,GROCERY I,1028,0,4.0
1156724,GROCERY I,1028,0,4.0
1157329,GROCERY I,1022,0,2.0
1157462,GROCERY I,1040,0,6.0
1157561,GROCERY I,1040,0,6.0
1157562,GROCERY I,1040,0,6.0
1157564,GROCERY I,1040,0,6.0
1157685,GROCERY I,1040,0,6.0
1157699,GROCERY I,1040,0,6.0
1158719,GROCERY I,1040,0,6.0
1158720,GROCERY I,1040,0,6.0
1159413,GROCERY I,1040,0,6.0
1159414,GROCERY I,1040,0,6.0
1159415,GROCERY I,1040,0,6.0
1159726,GROCERY I,1076,0,8.0
1159728,GROCERY I,1076,0,8.0
1160752,GROCERY I,1036,0,4.0
1160754,GROCERY I,1078,0,4.0
1160796,GROCERY I,1072,0,8.0
1160872,GROCERY I,1076,0,8.0
1160873,GROCERY I,1076,0,8.0
1160882,GROCERY I,1080,0,7.0
1161046,GROCERY I,1034,0,4.0
1161571,GROCERY I,1022,0,2.0
1161572,GROCERY I,1040,0,6.0
1162382,GROCERY I,1022,0,2.0
1162932,GROCERY I,1034,0,4.0
1162933,GROCERY I,1034,0,4.0
1162934,GROCERY I,1034,0,4.0
1162935,GROCERY I,1034,0,4.0
1163583,GROCERY I,1077,0,1.0
1165987,GROCERY I,1028,0,4.0
1165988,GROCERY I,1028,0,4.0
